indicador,unidade,valor,uf_codigo,uf_nome,variavel_codigo,variavel,periodo_codigo,periodo,categoria_codigo,categoria,categoria2_codigo,categoria2
cor_raca,Mil pessoas,4091.0,32,Espírito Santo,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,32,Espírito Santo,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,32,Espírito Santo,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,32,Espírito Santo,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,17245.0,33,Rio de Janeiro,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,33,Rio de Janeiro,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,33,Rio de Janeiro,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,33,Rio de Janeiro,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,45975.0,35,São Paulo,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,35,São Paulo,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,35,São Paulo,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,35,São Paulo,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,11785.0,41,Paraná,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,41,Paraná,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,41,Paraná,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,41,Paraná,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,7987.0,42,Santa Catarina,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,42,Santa Catarina,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,42,Santa Catarina,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,42,Santa Catarina,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,11219.0,43,Rio Grande do Sul,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,43,Rio Grande do Sul,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,43,Rio Grande do Sul,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,43,Rio Grande do Sul,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,2820.0,50,Mato Grosso do Sul,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,50,Mato Grosso do Sul,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,50,Mato Grosso do Sul,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,50,Mato Grosso do Sul,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,3765.0,51,Mato Grosso,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,51,Mato Grosso,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,51,Mato Grosso,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,51,Mato Grosso,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,7328.0,52,Goiás,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,52,Goiás,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,52,Goiás,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,52,Goiás,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,Mil pessoas,2979.0,53,Distrito Federal,606,População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,0.0,53,Distrito Federal,6541,Coeficiente de variação - População,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,100.0,53,Distrito Federal,608,Percentual da população,202401,1º trimestre 2024,95251,Total,,
cor_raca,%,,53,Distrito Federal,6542,Coeficiente de variação - Percentual da população,202401,1º trimestre 2024,95251,Total,,
instrucao,%,,11,Rondônia,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,11,Rondônia,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,12,Acre,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,12,Acre,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,13,Amazonas,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,13,Amazonas,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,14,Roraima,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,14,Roraima,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,15,Pará,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,15,Pará,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,16,Amapá,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,16,Amapá,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,17,Tocantins,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,17,Tocantins,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,21,Maranhão,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,21,Maranhão,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,22,Piauí,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,22,Piauí,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,23,Ceará,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,23,Ceará,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,24,Rio Grande do Norte,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,24,Rio Grande do Norte,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,25,Paraíba,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,25,Paraíba,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,26,Pernambuco,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,26,Pernambuco,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,27,Alagoas,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,27,Alagoas,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,28,Sergipe,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,28,Sergipe,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,29,Bahia,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,29,Bahia,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,31,Minas Gerais,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,31,Minas Gerais,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,32,Espírito Santo,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,32,Espírito Santo,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,33,Rio de Janeiro,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,33,Rio de Janeiro,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,35,São Paulo,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,35,São Paulo,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,41,Paraná,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,41,Paraná,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,42,Santa Catarina,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,42,Santa Catarina,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,43,Rio Grande do Sul,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,43,Rio Grande do Sul,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,50,Mato Grosso do Sul,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,50,Mato Grosso do Sul,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,51,Mato Grosso,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,51,Mato Grosso,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,52,Goiás,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,52,Goiás,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,53,Distrito Federal,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,53,Distrito Federal,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2022,2022,6794,Total,0,
instrucao,%,,11,Rondônia,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,11,Rondônia,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,12,Acre,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,12,Acre,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,13,Amazonas,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,13,Amazonas,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,14,Roraima,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,14,Roraima,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,15,Pará,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,15,Pará,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,16,Amapá,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,16,Amapá,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,17,Tocantins,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,17,Tocantins,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,21,Maranhão,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,21,Maranhão,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,22,Piauí,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,22,Piauí,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,23,Ceará,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,23,Ceará,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,24,Rio Grande do Norte,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,24,Rio Grande do Norte,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,25,Paraíba,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,25,Paraíba,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,26,Pernambuco,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,26,Pernambuco,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,27,Alagoas,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,27,Alagoas,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,28,Sergipe,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,28,Sergipe,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,29,Bahia,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,29,Bahia,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,31,Minas Gerais,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,31,Minas Gerais,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,32,Espírito Santo,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,32,Espírito Santo,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,33,Rio de Janeiro,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,33,Rio de Janeiro,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,35,São Paulo,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,35,São Paulo,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,41,Paraná,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,41,Paraná,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,42,Santa Catarina,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,42,Santa Catarina,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,43,Rio Grande do Sul,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,43,Rio Grande do Sul,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,50,Mato Grosso do Sul,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,50,Mato Grosso do Sul,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,51,Mato Grosso,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,51,Mato Grosso,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,52,Goiás,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,52,Goiás,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,53,Distrito Federal,10267,Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
instrucao,%,,53,Distrito Federal,10268,Coeficiente de variação - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,2023,2023,6794,Total,0,
